epoch,step,train_acc,train_loss,val_acc,val_loss
78,66991,0.6419028043746948,2.8047451972961426,,
79,67839,,,0.3114444315433502,1.078205943107605
79,67839,0.6369583606719971,2.8149030208587646,,
80,68687,,,0.2758888900279999,1.0842125415802002
80,68687,0.6231527924537659,2.809659004211426,,
81,69535,,,0.29455554485321045,1.0843257904052734
81,69535,0.6252360939979553,2.8181118965148926,,
82,70383,,,0.2727777659893036,1.0849571228027344
82,70383,0.6171944737434387,2.818399429321289,,
83,71231,,,0.32850000262260437,1.0752514600753784
83,71231,0.632194459438324,2.8181066513061523,,
84,72079,,,0.2953333258628845,1.075333595275879
84,72079,0.6317638754844666,2.803344249725342,,
85,72927,,,0.30988889932632446,1.0805177688598633
85,72927,0.6356666684150696,2.8123745918273926,,
86,73775,,,0.2414444386959076,1.0854073762893677
86,73775,0.6295694708824158,2.8068950176239014,,
87,74623,,,0.32955554127693176,1.0778249502182007
87,74623,0.6230416893959045,2.81013822555542,,
88,75471,,,0.26677778363227844,1.0748525857925415
88,75471,0.6351527571678162,2.8024795055389404,,
89,76319,,,0.2572222352027893,1.077804684638977
89,76319,0.6227499842643738,2.817699909210205,,
90,77167,,,0.28033334016799927,1.0782612562179565
90,77167,0.6200416684150696,2.8201584815979004,,
91,78015,,,0.2841666638851166,1.073100209236145
91,78015,0.628777801990509,2.8112874031066895,,
92,78863,,,0.24500000476837158,1.0832242965698242
92,78863,0.6216527819633484,2.813091278076172,,
93,79711,,,0.3016666769981384,1.073710322380066
93,79711,0.6234166622161865,2.8046061992645264,,
94,80559,,,0.27300000190734863,1.0742779970169067
94,80559,0.6215277910232544,2.813040018081665,,
95,81407,,,0.25011110305786133,1.0722754001617432
95,81407,0.6229861378669739,2.7973532676696777,,
96,82255,,,0.289000004529953,1.074196219444275
96,82255,0.628944456577301,2.812886953353882,,
97,83103,,,0.2839444577693939,1.0792500972747803
97,83103,0.6332916617393494,2.8062891960144043,,
98,83951,,,0.27294445037841797,1.0712075233459473
98,83951,0.5940138697624207,2.795255184173584,,
99,84799,,,0.22483333945274353,1.074802041053772
99,84799,0.6121805310249329,2.813842535018921,,
